Date,Settle
2014-03-11,1843.5
2014-03-12,1846.0
2014-03-13,1825.25
2014-03-14,1818.5
2014-03-17,1836.25
2014-03-18,1849.25
2014-03-19,1838.0
2014-03-20,1852.0
2014-03-21,1836.0
2014-03-24,1828.25
2014-03-25,1838.0
2014-03-26,1821.5
2014-03-27,1819.5
2014-03-28,1829.25
2014-03-31,1843.5
2014-04-01,1856.5
2014-04-02,1861.75
2014-04-03,1862.0
2014-04-04,1839.0
2014-04-07,1817.0
2014-04-08,1823.75
2014-04-09,1843.5
2014-04-10,1805.5
2014-04-11,1789.5
2014-04-14,1802.25
2014-04-15,1817.5
2014-04-16,1830.5
2014-04-17,1835.75
2014-04-21,1842.25
2014-04-22,1851.75
2014-04-23,1850.75
2014-04-24,1851.0
2014-04-25,1838.0
2014-04-28,1844.0
2014-04-29,1849.5
2014-04-30,1855.5
2014-05-01,1855.5
2014-05-02,1852.0
2014-05-05,1853.5
2014-05-06,1842.0
2014-05-07,1851.75
2014-05-08,1850.0
2014-05-09,1851.0
2014-05-12,1870.5
2014-05-13,1872.0
2014-05-14,1863.0
2014-05-15,1845.0
2014-05-16,1852.25
2014-05-19,1860.0
2014-05-20,1845.75
2014-05-21,1862.5
2014-05-22,1867.75
2014-05-23,1874.25
2014-05-27,1886.75
2014-05-28,1886.5
2014-05-29,1895.25
2014-05-30,1899.0
2014-06-02,1899.25
2014-06-03,1899.5
2014-06-04,1903.0
2014-06-05,1916.0
2014-06-06,1926.75
2014-06-09,1927.75
2014-06-10,1928.0
2014-06-11,1921.5
2014-06-12,1908.0
2014-06-13,1913.25
2014-06-16,1914.0
2014-06-17,1918.5
2014-06-18,1934.0
2014-06-19,1935.0
2014-06-20,1931.75
2014-06-23,1931.5
2014-06-24,1921.75
2014-06-25,1928.0
2014-06-26,1927.0
2014-06-27,1930.25
2014-06-30,1930.5
2014-07-01,1944.0
2014-07-02,1945.75
2014-07-03,1955.5
2014-07-07,1949.0
2014-07-08,1938.5
2014-07-09,1945.25
2014-07-10,1936.0
2014-07-11,1940.5
2014-07-14,1949.0
2014-07-15,1945.75
2014-07-16,1952.5
2014-07-17,1931.5
2014-07-18,1949.5
2014-07-21,1944.0
2014-07-22,1952.75
2014-07-23,1958.5
2014-07-24,1958.75
2014-07-25,1949.5
2014-07-28,1950.75
2014-07-29,1941.0
2014-07-30,1943.0
2014-07-31,1902.75
2014-08-01,1896.5
2014-08-04,1910.0
2014-08-05,1891.0
2014-08-06,1892.75
2014-08-07,1883.25
2014-08-08,1901.75
2014-08-11,1910.5
2014-08-12,1908.25
2014-08-13,1922.5
2014-08-14,1931.5
2014-08-15,1930.25
2014-08-18,1945.5
2014-08-19,1955.0
2014-08-20,1960.75
2014-08-21,1967.25
2014-08-22,1965.5
2014-08-25,1972.5
2014-08-26,1976.25
2014-08-27,1974.75
2014-08-28,1974.25
2014-08-29,1979.0
2014-09-02,1977.5
2014-09-03,1976.25
2014-09-04,1975.25
2014-09-05,1983.5
2014-09-08,1978.25
2014-09-09,1967.25
2014-09-10,1972.5
2014-09-11,1974.5
2014-09-12,1962.25
2014-09-15,1961.5
2014-09-16,1977.0
2014-09-17,1979.0
2014-09-18,1989.75
2014-09-19,1982.25
2014-09-22,1964.75
2014-09-23,1950.75
2014-09-24,1969.25
2014-09-25,1939.75
2014-09-26,1954.0
2014-09-29,1947.5
2014-09-30,1943.75
2014-10-01,1919.0
2014-10-02,1917.0
2014-10-03,1938.75
2014-10-06,1934.5
2014-10-07,1906.25
2014-10-08,1940.0
2014-10-09,1903.0
2014-10-10,1872.25
2014-10-13,1843.5
2014-10-14,1852.75
2014-10-15,1824.5
2014-10-16,1828.25
2014-10-17,1858.5
2014-10-20,1877.5
2014-10-21,1915.5
2014-10-22,1902.5
2014-10-23,1923.5
2014-10-24,1937.25
2014-10-27,1934.5
2014-10-28,1957.5
2014-10-29,1949.75
2014-10-30,1966.25
2014-10-31,1989.0
2014-11-03,1988.75
2014-11-04,1983.25
2014-11-05,1996.5
2014-11-06,2005.75
2014-11-07,2003.5
2014-11-10,2011.75
2014-11-11,2014.5
2014-11-12,2014.0
2014-11-13,2012.0
2014-11-14,2016.25
2014-11-17,2018.0
2014-11-18,2027.0
2014-11-19,2025.5
2014-11-20,2030.75
2014-11-21,2040.5
2014-11-24,2046.25
2014-11-25,2046.5
2014-11-26,2051.0
2014-11-28,2045.25
2014-12-01,2029.5
2014-12-02,2044.5
2014-12-03,2051.25
2014-12-04,2050.5
2014-12-05,2055.0
2014-12-08,2038.25
2014-12-09,2036.5
2014-12-10,2005.5
2014-12-11,2010.0
2014-12-12,1976.5
2014-12-15,1969.25
2014-12-16,1951.0
2014-12-17,1994.25
2014-12-18,2046.0
2014-12-19,2047.5
2014-12-22,2052.75
2014-12-23,2059.5
2014-12-24,2059.5
2014-12-26,2065.0
2014-12-29,2066.5
2014-12-30,2057.5
2014-12-31,2033.25
2015-01-02,2027.0
2015-01-05,1996.5
2015-01-06,1975.0
2015-01-07,2000.5
2015-01-08,2035.5
2015-01-09,2015.75
2015-01-12,2002.75
2015-01-13,1996.5
2015-01-14,1987.75
2015-01-15,1968.5
2015-01-16,1991.75
2015-01-20,1995.5
2015-01-21,2005.25
2015-01-22,2035.0
2015-01-23,2022.5
2015-01-26,2032.25
2015-01-27,2008.75
2015-01-28,1970.25
2015-01-29,1997.0
2015-01-30,1967.0
2015-02-02,1995.5
2015-02-03,2020.5
2015-02-04,2008.5
2015-02-05,2033.75
2015-02-06,2031.75
2015-02-09,2021.25
2015-02-10,2041.25
2015-02-11,2045.0
2015-02-12,2063.25
2015-02-13,2072.75
2015-02-17,2075.0
2015-02-18,2074.5
2015-02-19,2074.5
2015-02-20,2086.5
2015-02-23,2086.0
2015-02-24,2093.0
2015-02-25,2089.5
2015-02-26,2089.0
2015-02-27,2082.0
2015-03-02,2093.25
2015-03-03,2084.0
2015-03-04,2075.5
2015-03-05,2078.75
2015-03-06,2049.75
2015-03-09,2056.75
2015-03-10,2021.0
2015-03-11,2018.75
2015-03-12,2043.25
2015-03-13,2029.0
2015-03-16,2055.5
2015-03-17,2053.25
2015-03-18,2079.25
2015-03-19,2068.25
