Date,Settle
1997-09-09,944.0
1997-09-10,925.0
1997-09-11,918.25
1997-09-12,933.75
1997-09-15,931.5
1997-09-16,956.0
1997-09-17,956.0
1997-09-18,957.75
1997-09-19,971.0
1997-09-22,976.75
1997-09-23,972.25
1997-09-24,964.75
1997-09-25,956.75
1997-09-26,963.5
1997-09-29,972.0
1997-09-30,964.75
1997-10-01,973.75
1997-10-02,979.5
1997-10-03,986.0
1997-10-06,989.0
1997-10-07,1000.0
1997-10-08,992.75
1997-10-09,988.5
1997-10-10,987.25
1997-10-13,987.0
1997-10-14,988.0
1997-10-15,984.0
1997-10-16,970.25
1997-10-17,959.25
1997-10-20,972.75
1997-10-21,990.25
1997-10-22,985.25
1997-10-23,966.0
1997-10-24,954.5
1997-10-27,884.5
1997-10-28,934.25
1997-10-29,934.0
1997-10-30,912.25
1997-10-31,933.5
1997-11-03,955.5
1997-11-04,952.0
1997-11-05,957.0
1997-11-06,952.25
1997-11-07,941.0
1997-11-10,936.0
1997-11-11,936.5
1997-11-12,917.75
1997-11-13,929.0
1997-11-14,942.5
1997-11-17,960.0
1997-11-18,952.5
1997-11-19,958.0
1997-11-20,973.25
1997-11-21,980.0
1997-11-24,960.0
1997-11-25,962.0
1997-11-26,965.5
1997-11-27,965.5
1997-11-28,965.25
1997-12-01,990.25
1997-12-02,986.0
1997-12-03,988.5
1997-12-04,988.0
1997-12-05,997.75
1997-12-08,995.75
1997-12-09,990.0
1997-12-10,981.25
1997-12-11,965.25
1997-12-12,966.5
1997-12-15,974.25
1997-12-16,980.5
1997-12-17,975.5
1997-12-18,965.0
1997-12-19,967.5
1997-12-22,973.5
1997-12-23,954.0
1997-12-24,950.0
1997-12-26,956.0
1997-12-29,975.5
1997-12-30,990.0
1997-12-31,988.5
1998-01-02,993.5
1998-01-05,996.0
1998-01-06,982.25
1998-01-07,983.0
1998-01-08,974.0
1998-01-09,941.0
1998-01-12,956.0
1998-01-13,970.0
1998-01-14,973.5
1998-01-15,969.0
1998-01-16,982.0
1998-01-20,994.0
1998-01-21,984.75
1998-01-22,976.0
1998-01-23,968.0
1998-01-26,968.75
1998-01-27,985.75
1998-01-28,992.5
1998-01-29,999.5
1998-01-30,995.25
1998-02-02,1016.5
1998-02-03,1020.5
1998-02-04,1021.0
1998-02-05,1016.75
1998-02-06,1028.75
1998-02-09,1024.75
1998-02-10,1034.25
1998-02-11,1033.5
1998-02-12,1038.0
1998-02-13,1032.75
1998-02-16,1030.0
1998-02-17,1037.5
1998-02-18,1046.5
1998-02-19,1041.0
1998-02-20,1048.25
1998-02-23,1051.25
1998-02-24,1043.5
1998-02-25,1057.75
1998-02-26,1063.75
1998-02-27,1062.0
1998-03-02,1059.75
1998-03-03,1067.0
1998-03-04,1059.25
1998-03-05,1049.75
1998-03-06,1068.75
1998-03-09,1065.5
1998-03-10,1077.25
1998-03-11,1081.25
1998-03-12,1083.75
1998-03-13,1080.25
1998-03-16,1092.0
1998-03-17,1093.5
1998-03-18,1097.25
1998-03-19,1101.5
1998-03-20,1111.0
1998-03-23,1118.5
1998-03-24,1130.0
1998-03-25,1120.0
1998-03-26,1128.0
